MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210413,CA,0.78,5.09,17.16,38.29,33.32,5.36,4/13/2021,4/19/2021,2
20210406,CA,0.77,6.58,22.97,34.27,30.06,5.36,4/6/2021,4/12/2021,2
20210330,CA,0.77,8.57,26.64,32.26,26.4,5.36,3/30/2021,4/5/2021,2
20210323,CA,0.7,8.64,26.64,32.26,26.4,5.36,3/23/2021,3/29/2021,2
20210316,CA,0.78,8.6,32.03,29.05,25.79,3.75,3/16/2021,3/22/2021,2
20210309,CA,0.75,8.36,32.3,29.05,25.79,3.75,3/9/2021,3/15/2021,2
20210302,CA,0.75,8.36,33.91,27.44,25.79,3.75,3/2/2021,3/8/2021,2
20210223,CA,0.7,14.41,27.9,27.44,25.79,3.75,2/23/2021,3/1/2021,2
20210216,CA,0.7,14.41,27.3,26.59,27.24,3.75,2/16/2021,2/22/2021,2
20210209,CA,0.64,14.26,27.23,26.46,27.66,3.75,2/9/2021,2/15/2021,2
20210202,CA,0,14.01,27.54,26.79,27.9,3.75,2/2/2021,2/8/2021,2
20210126,CA,0,4.8,19.46,36.28,35.6,3.86,1/26/2021,2/1/2021,2
20210119,CA,0,4.8,17.08,38.66,38.27,1.19,1/19/2021,1/25/2021,2
20210112,CA,0,4.8,16.1,39.6,38.31,1.19,1/12/2021,1/18/2021,2
20210105,CA,0,4.8,20.85,40.51,32.65,1.19,1/5/2021,1/11/2021,2
20201229,CA,0,4.83,20.82,40.59,32.56,1.19,12/29/2020,1/4/2021,2
20201222,CA,0,4.83,20.82,40.59,32.56,1.19,12/22/2020,12/28/2020,2
20201215,CA,0,4.83,20.82,40.59,32.56,1.19,12/15/2020,12/21/2020,2
20201208,CA,0,4.83,28.38,45.5,21.3,0,12/8/2020,12/14/2020,2
20201201,CA,3.46,21.51,26.84,28.83,19.36,0,12/1/2020,12/7/2020,2
20201124,CA,3.5,21.47,26.84,28.83,19.36,0,11/24/2020,11/30/2020,2
20201117,CA,15.61,13.47,29.66,25.42,15.83,0,11/17/2020,11/23/2020,2
20201110,CA,15.48,13.61,29.66,25.42,15.83,0,11/10/2020,11/16/2020,2
20201103,CA,15.48,16.98,31.93,22.87,12.74,0,11/3/2020,11/9/2020,2
20201027,CA,15.4,17.06,31.93,22.87,12.74,0,10/27/2020,11/2/2020,2
20201020,CA,15.4,17.06,31.93,22.87,12.74,0,10/20/2020,10/26/2020,2
20201013,CA,15.4,17.06,31.93,22.87,12.74,0,10/13/2020,10/19/2020,2
20201006,CA,15.4,17.06,31.93,22.87,12.74,0,10/6/2020,10/12/2020,2
20200929,CA,15.35,17,32.03,22.88,12.74,0,9/29/2020,10/5/2020,2
20200922,CA,15.62,17.29,31.82,31.88,3.39,0,9/22/2020,9/28/2020,2
20200915,CA,15.62,17.29,31.83,32.09,3.17,0,9/15/2020,9/21/2020,2
20200908,CA,20.45,25.37,21.21,29.93,3.04,0,9/8/2020,9/14/2020,2
20200901,CA,20.39,25.23,22.6,28.74,3.04,0,9/1/2020,9/7/2020,2
20200825,CA,20.55,25.07,22.49,28.84,3.04,0,8/25/2020,8/31/2020,2
20200818,CA,20.55,25.24,32.5,18.67,3.04,0,8/18/2020,8/24/2020,2
20200811,CA,33.74,15.87,28.67,18.67,3.04,0,8/11/2020,8/17/2020,2
20200804,CA,33.74,15.88,28.88,18.45,3.04,0,8/4/2020,8/10/2020,2
20200728,CA,40.34,9.28,28.88,18.45,3.04,0,7/28/2020,8/3/2020,2
20200721,CA,40.34,11.44,26.71,18.45,3.04,0,7/21/2020,7/27/2020,2
20200714,CA,40.38,11.43,26.69,19.05,2.45,0,7/14/2020,7/20/2020,2
20200707,CA,41.79,11.47,25.9,18.39,2.45,0,7/7/2020,7/13/2020,2
20200630,CA,41.79,11.47,25.9,18.39,2.45,0,6/30/2020,7/6/2020,2
20200623,CA,41.79,11.47,25.9,18.39,2.45,0,6/23/2020,6/29/2020,2
20200616,CA,41.79,11.47,25.9,18.39,2.45,0,6/16/2020,6/22/2020,2
20200609,CA,41.79,11.47,25.9,18.39,2.45,0,6/9/2020,6/15/2020,2
20200602,CA,41.8,11.53,25.83,17.87,2.97,0,6/2/2020,6/8/2020,2
20200526,CA,41.8,11.53,25.83,17.87,2.97,0,5/26/2020,6/1/2020,2
20200519,CA,41.8,11.53,25.83,17.87,2.97,0,5/19/2020,5/25/2020,2
20200512,CA,41.8,11.53,25.83,17.85,2.99,0,5/12/2020,5/18/2020,2
20200505,CA,41.8,15.33,23.31,15.62,3.94,0,5/5/2020,5/11/2020,2
20200428,CA,41.8,16.61,21.99,14.93,4.66,0,4/28/2020,5/4/2020,2
20200421,CA,41.8,22.5,16.11,14.93,4.66,0,4/21/2020,4/27/2020,2
20200414,CA,41.8,22.5,22.87,12.83,0,0,4/14/2020,4/20/2020,2
20200407,CA,32.29,24.4,42.02,1.3,0,0,4/7/2020,4/13/2020,2
20200331,CA,24.86,31.82,42.02,1.3,0,0,3/31/2020,4/6/2020,2
20200324,CA,24.86,34.72,39.12,1.3,0,0,3/24/2020,3/30/2020,2
20200317,CA,24.64,27.77,46.32,1.26,0,0,3/17/2020,3/23/2020,2
20200310,CA,21.5,30.41,48.09,0,0,0,3/10/2020,3/16/2020,2
20200303,CA,30.26,35.58,34.16,0,0,0,3/3/2020,3/9/2020,2
20200225,CA,30.26,46.4,23.34,0,0,0,2/25/2020,3/2/2020,2
20200218,CA,40.02,50.44,9.54,0,0,0,2/18/2020,2/24/2020,2
20200211,CA,53.85,36.61,9.54,0,0,0,2/11/2020,2/17/2020,2
20200204,CA,65.72,34.28,0,0,0,0,2/4/2020,2/10/2020,2
20200128,CA,65.72,34.28,0,0,0,0,1/28/2020,2/3/2020,2
20200121,CA,96.39,3.61,0,0,0,0,1/21/2020,1/27/2020,2
20200114,CA,96.39,3.61,0,0,0,0,1/14/2020,1/20/2020,2
20200107,CA,96.43,3.57,0,0,0,0,1/7/2020,1/13/2020,2
20191231,CA,96.43,3.57,0,0,0,0,12/31/2019,1/6/2020,2
20191224,CA,96.43,3.57,0,0,0,0,12/24/2019,12/30/2019,2
20191217,CA,96.43,3.57,0,0,0,0,12/17/2019,12/23/2019,2
20191210,CA,96.43,3.57,0,0,0,0,12/10/2019,12/16/2019,2
20191203,CA,14.74,85.25,0.01,0,0,0,12/3/2019,12/9/2019,2
20191126,CA,9.22,87.47,3.3,0.01,0,0,11/26/2019,12/2/2019,2
20191119,CA,18.55,77.86,3.58,0.01,0,0,11/19/2019,11/25/2019,2
20191112,CA,18.61,77.81,3.57,0.01,0,0,11/12/2019,11/18/2019,2
20191105,CA,82.26,15.68,2.06,0,0,0,11/5/2019,11/11/2019,2
20191029,CA,82.26,15.67,2.06,0,0,0,10/29/2019,11/4/2019,2
20191022,CA,82.26,15.67,2.06,0,0,0,10/22/2019,10/28/2019,2
20191015,CA,85.4,12.54,2.06,0,0,0,10/15/2019,10/21/2019,2
20191008,CA,95.29,2.64,2.06,0,0,0,10/8/2019,10/14/2019,2
20191001,CA,95.29,2.64,2.06,0,0,0,10/1/2019,10/7/2019,2
20190924,CA,89.73,8.21,2.06,0,0,0,9/24/2019,9/30/2019,2
20190917,CA,89.61,8.33,2.06,0,0,0,9/17/2019,9/23/2019,2
20190910,CA,90.94,7.96,1.09,0.01,0,0,9/10/2019,9/16/2019,2
20190903,CA,90.94,7.97,1.09,0,0,0,9/3/2019,9/9/2019,2
20190827,CA,90.94,7.96,1.09,0,0,0,8/27/2019,9/2/2019,2
20190820,CA,93.27,6.73,0,0,0,0,8/20/2019,8/26/2019,2
20190813,CA,94.07,5.93,0,0,0,0,8/13/2019,8/19/2019,2
20190806,CA,95.55,4.45,0,0,0,0,8/6/2019,8/12/2019,2
20190730,CA,95.68,4.32,0,0,0,0,7/30/2019,8/5/2019,2
20190723,CA,95.68,4.32,0,0,0,0,7/23/2019,7/29/2019,2
20190716,CA,95.68,4.32,0,0,0,0,7/16/2019,7/22/2019,2
20190709,CA,95.68,4.32,0,0,0,0,7/9/2019,7/15/2019,2
20190702,CA,95.68,4.32,0,0,0,0,7/2/2019,7/8/2019,2
20190625,CA,95.68,4.32,0,0,0,0,6/25/2019,7/1/2019,2
20190618,CA,95.68,4.32,0,0,0,0,6/18/2019,6/24/2019,2
20190611,CA,95.68,4.32,0,0,0,0,6/11/2019,6/17/2019,2
20190604,CA,95.68,4.32,0,0,0,0,6/4/2019,6/10/2019,2
20190528,CA,94.03,5.97,0,0,0,0,5/28/2019,6/3/2019,2
20190521,CA,94.03,5.97,0,0,0,0,5/21/2019,5/27/2019,2
20190514,CA,94.03,5.97,0,0,0,0,5/14/2019,5/20/2019,2
20190507,CA,94.03,5.97,0,0,0,0,5/7/2019,5/13/2019,2
20190430,CA,94.03,5.97,0,0,0,0,4/30/2019,5/6/2019,2
20190423,CA,94.03,5.97,0,0,0,0,4/23/2019,4/29/2019,2
20190416,CA,94.03,5.97,0,0,0,0,4/16/2019,4/22/2019,2
20190409,CA,94.03,5.97,0,0,0,0,4/9/2019,4/15/2019,2
20190402,CA,93.42,6.58,0,0,0,0,4/2/2019,4/8/2019,2
20190326,CA,93.42,6.58,0,0,0,0,3/26/2019,4/1/2019,2
20190319,CA,93.42,6.58,0,0,0,0,3/19/2019,3/25/2019,2
20190312,CA,93.42,6.58,0,0,0,0,3/12/2019,3/18/2019,2
20190305,CA,89.84,9.56,0.6,0,0,0,3/5/2019,3/11/2019,2
20190226,CA,87.17,10.5,2.33,0,0,0,2/26/2019,3/4/2019,2
20190219,CA,67.07,29.16,2.4,1.36,0,0,2/19/2019,2/25/2019,2
20190212,CA,36.77,52.68,8.92,1.63,0,0,2/12/2019,2/18/2019,2
20190205,CA,34.37,55.08,8.67,1.89,0,0,2/5/2019,2/11/2019,2
20190129,CA,23.93,52.41,21.77,1.89,0,0,1/29/2019,2/4/2019,2
20190122,CA,7.77,20,68.79,2.73,0.71,0,1/22/2019,1/28/2019,2
20190115,CA,7.77,17.06,69.62,4.83,0.71,0,1/15/2019,1/21/2019,2
20190108,CA,7.77,17.06,61.05,12.57,1.55,0,1/8/2019,1/14/2019,2
20190101,CA,7.77,17.06,61.05,12.01,2.1,0,1/1/2019,1/7/2019,2
20181225,CA,7.77,17.06,58.92,14.14,2.1,0,12/25/2018,12/31/2018,2
20181218,CA,7.77,17.06,58.29,14.77,2.1,0,12/18/2018,12/24/2018,2
20181211,CA,7.77,17.06,58.29,14.77,2.1,0,12/11/2018,12/17/2018,2
20181204,CA,7.77,12.54,61.36,14.55,3.78,0,12/4/2018,12/10/2018,2
20181127,CA,0,16.34,65.32,14.55,3.78,0,11/27/2018,12/3/2018,2
20181120,CA,0,22.38,59.26,14.58,3.78,0,11/20/2018,11/26/2018,2
20181113,CA,0,46.8,34.84,15.97,2.39,0,11/13/2018,11/19/2018,2
20181106,CA,0,48.08,33.56,15.97,2.39,0,11/6/2018,11/12/2018,2
20181030,CA,15.16,36.9,28.64,16.57,2.73,0,10/30/2018,11/5/2018,2
20181023,CA,15.16,36.9,28.64,16.57,2.73,0,10/23/2018,10/29/2018,2
20181016,CA,15.16,36.9,25.17,19.9,2.87,0,10/16/2018,10/22/2018,2
20181009,CA,15.16,36.9,25.17,17.9,4.87,0,10/9/2018,10/15/2018,2
20181002,CA,12.18,39.85,25.15,17.89,4.93,0,10/2/2018,10/8/2018,2
20180925,CA,12.18,39.85,25.15,17.88,4.94,0,9/25/2018,10/1/2018,2
20180918,CA,12.18,39.85,25.15,17.88,4.94,0,9/18/2018,9/24/2018,2
20180911,CA,12.18,39.85,25.15,17.88,4.94,0,9/11/2018,9/17/2018,2
20180904,CA,13.78,38.64,24.69,20.12,2.77,0,9/4/2018,9/10/2018,2
20180828,CA,13.78,38.64,26.53,18.28,2.77,0,8/28/2018,9/3/2018,2
20180821,CA,13.78,39.02,26.44,17.99,2.77,0,8/21/2018,8/27/2018,2
20180814,CA,13.84,38.97,26.44,17.99,2.77,0,8/14/2018,8/20/2018,2
20180807,CA,13.84,41.12,24.29,17.99,2.77,0,8/7/2018,8/13/2018,2
20180731,CA,13.84,41.37,24.04,17.99,2.77,0,7/31/2018,8/6/2018,2
20180724,CA,13.82,41.45,23.97,17.99,2.77,0,7/24/2018,7/30/2018,2
20180717,CA,14.85,41.01,23.39,17.99,2.77,0,7/17/2018,7/23/2018,2
20180710,CA,14.85,41.03,23.37,17.99,2.77,0,7/10/2018,7/16/2018,2
20180703,CA,14.85,40.99,23.41,17.99,2.77,0,7/3/2018,7/9/2018,2
20180626,CA,14.92,40.91,23.41,17.99,2.77,0,6/26/2018,7/2/2018,2
20180619,CA,30.37,32.56,16.32,17.99,2.77,0,6/19/2018,6/25/2018,2
20180612,CA,30.39,32.53,16.32,17.99,2.77,0,6/12/2018,6/18/2018,2
20180605,CA,30.39,32.53,16.33,17.98,2.78,0,6/5/2018,6/11/2018,2
20180529,CA,30.49,32.43,16.33,17.98,2.78,0,5/29/2018,6/4/2018,2
20180522,CA,30.49,32.43,16.33,17.98,2.78,0,5/22/2018,5/28/2018,2
20180515,CA,30.49,32.36,16.32,18.03,2.8,0,5/15/2018,5/21/2018,2
20180508,CA,34.19,28.71,23.11,11.19,2.8,0,5/8/2018,5/14/2018,2
20180501,CA,34.1,28.8,23.11,11.19,2.8,0,5/1/2018,5/7/2018,2
20180424,CA,34.1,28.8,23.33,11.21,2.55,0,4/24/2018,4/30/2018,2
20180417,CA,34.1,28.8,23.33,11.26,2.5,0,4/17/2018,4/23/2018,2
20180410,CA,33.85,29.05,23.33,11.26,2.5,0,4/10/2018,4/16/2018,2
20180403,CA,22.99,36.11,28.18,10.21,2.5,0,4/3/2018,4/9/2018,2
20180327,CA,22.99,36.24,28.21,10.06,2.5,0,3/27/2018,4/2/2018,2
20180320,CA,11.08,41.24,25.36,21.88,0.43,0,3/20/2018,3/26/2018,2
20180313,CA,11.08,41.24,25.36,21.88,0.43,0,3/13/2018,3/19/2018,2
20180306,CA,8.48,43.65,25.47,21.97,0.43,0,3/6/2018,3/12/2018,2
20180227,CA,8.48,43.65,27.89,19.98,0,0,2/27/2018,3/5/2018,2
20180220,CA,8.43,43.69,27.89,19.98,0,0,2/20/2018,2/26/2018,2
20180213,CA,18.29,36,25.73,19.98,0,0,2/13/2018,2/19/2018,2
20180206,CA,18.27,36.13,39.21,6.39,0,0,2/6/2018,2/12/2018,2
20180130,CA,26.67,29.61,38.8,4.92,0,0,1/30/2018,2/5/2018,2
20180123,CA,45.48,41.84,12.69,0,0,0,1/23/2018,1/29/2018,2
20180116,CA,53.21,34.1,12.69,0,0,0,1/16/2018,1/22/2018,2
20180109,CA,53.58,33.73,12.69,0,0,0,1/9/2018,1/15/2018,2
20180102,CA,55.7,31.61,12.69,0,0,0,1/2/2018,1/8/2018,2
20171226,CA,55.7,31.61,12.69,0,0,0,12/26/2017,1/1/2018,2
20171219,CA,55.7,31.61,12.69,0,0,0,12/19/2017,12/25/2017,2
20171212,CA,55.7,34.4,9.9,0,0,0,12/12/2017,12/18/2017,2
20171205,CA,65.38,24.72,9.9,0,0,0,12/5/2017,12/11/2017,2
20171128,CA,69.09,22.67,8.24,0,0,0,11/28/2017,12/4/2017,2
20171121,CA,73.98,17.78,8.24,0,0,0,11/21/2017,11/27/2017,2
20171114,CA,73.98,17.78,8.24,0,0,0,11/14/2017,11/20/2017,2
20171107,CA,77.9,13.86,8.24,0,0,0,11/7/2017,11/13/2017,2
20171031,CA,77.9,13.86,8.24,0,0,0,10/31/2017,11/6/2017,2
20171024,CA,77.9,13.86,8.24,0,0,0,10/24/2017,10/30/2017,2
20171017,CA,77.88,13.88,8.24,0,0,0,10/17/2017,10/23/2017,2
20171010,CA,77.88,13.88,8.24,0,0,0,10/10/2017,10/16/2017,2
20171003,CA,77.88,13.88,8.24,0,0,0,10/3/2017,10/9/2017,2
20170926,CA,77.88,13.88,8.24,0,0,0,9/26/2017,10/2/2017,2
20170919,CA,77.88,13.88,8.21,0.04,0,0,9/19/2017,9/25/2017,2
20170912,CA,77.88,13.88,8.21,0.04,0,0,9/12/2017,9/18/2017,2
20170905,CA,77.88,13.88,8.21,0.04,0,0,9/5/2017,9/11/2017,2
20170829,CA,77.88,13.88,8.21,0.04,0,0,8/29/2017,9/4/2017,2
20170822,CA,77.88,13.88,8.21,0.04,0,0,8/22/2017,8/28/2017,2
20170815,CA,77.86,13.9,8.21,0.04,0,0,8/15/2017,8/21/2017,2
20170808,CA,77.86,13.9,7.18,1.06,0,0,8/8/2017,8/14/2017,2
20170801,CA,77.86,13.9,7.18,1.06,0,0,8/1/2017,8/7/2017,2
20170725,CA,75.73,16.03,7.18,1.06,0,0,7/25/2017,7/31/2017,2
20170718,CA,75.69,16.06,7.18,1.06,0,0,7/18/2017,7/24/2017,2
20170711,CA,76.46,15.3,7.18,1.06,0,0,7/11/2017,7/17/2017,2
20170704,CA,76.46,15.3,7.18,1.06,0,0,7/4/2017,7/10/2017,2
20170627,CA,76.47,15.29,7.18,1.06,0,0,6/27/2017,7/3/2017,2
20170620,CA,76.47,15.29,7.18,1.06,0,0,6/20/2017,6/26/2017,2
20170613,CA,76.47,15.29,7.18,1.06,0,0,6/13/2017,6/19/2017,2
20170606,CA,76.47,15.29,7.18,1.06,0,0,6/6/2017,6/12/2017,2
20170530,CA,76.47,15.29,7.18,1.06,0,0,5/30/2017,6/5/2017,2
20170523,CA,76.47,15.29,7.18,1.06,0,0,5/23/2017,5/29/2017,2
20170516,CA,76.47,15.29,7.18,1.06,0,0,5/16/2017,5/22/2017,2
20170509,CA,76.47,15.29,7.18,1.06,0,0,5/9/2017,5/15/2017,2
20170502,CA,76.47,15.29,7.18,1.06,0,0,5/2/2017,5/8/2017,2
20170425,CA,76.54,15.22,7.18,1.06,0,0,4/25/2017,5/1/2017,2
20170418,CA,76.54,15.22,7.18,1.06,0,0,4/18/2017,4/24/2017,2
20170411,CA,76.54,15.22,7.18,1.06,0,0,4/11/2017,4/17/2017,2
20170404,CA,76.54,15.22,7.18,1.06,0,0,4/4/2017,4/10/2017,2
20170328,CA,76.54,15.22,7.18,1.06,0,0,3/28/2017,4/3/2017,2
20170321,CA,76.54,15.22,7.18,1.06,0,0,3/21/2017,3/27/2017,2
20170314,CA,76.54,15.22,7.18,1.06,0,0,3/14/2017,3/20/2017,2
20170307,CA,76.54,15.22,7.14,1.1,0,0,3/7/2017,3/13/2017,2
20170228,CA,74.49,16.78,4.65,4.08,0,0,2/28/2017,3/6/2017,2
20170221,CA,61.66,21.47,12.69,4.19,0,0,2/21/2017,2/27/2017,2
20170214,CA,43.94,31.86,16.78,6.68,0.73,0,2/14/2017,2/20/2017,2
20170207,CA,41.46,11.56,36.05,10.2,0.73,0,2/7/2017,2/13/2017,2
20170131,CA,38.98,10.22,30.51,18.42,1.87,0,1/31/2017,2/6/2017,2
20170124,CA,38.73,9.87,24.94,24.3,2.16,0,1/24/2017,1/30/2017,2
20170117,CA,35.56,6.93,13.16,20.05,22.17,2.13,1/17/2017,1/23/2017,2
20170110,CA,34.62,7.16,9,21.42,25.67,2.13,1/10/2017,1/16/2017,2
20170103,CA,18.07,14.32,13.59,15.85,19.87,18.31,1/3/2017,1/9/2017,2
20161227,CA,17.47,13.66,11.07,17.19,22.29,18.31,12/27/2016,1/2/2017,2
20161220,CA,15.09,14.8,11.02,17.54,21.8,19.75,12/20/2016,12/26/2016,2
20161213,CA,12.16,14.8,12.77,17.47,21.76,21.04,12/13/2016,12/19/2016,2
20161206,CA,12.03,14.93,12.77,17.47,21.76,21.04,12/6/2016,12/12/2016,2
20161129,CA,12.03,14.93,12.77,17.47,21.76,21.04,11/29/2016,12/5/2016,2
20161122,CA,12.03,14.93,12.77,17.47,21.76,21.04,11/22/2016,11/28/2016,2
20161115,CA,12.03,14.93,12.77,17.47,21.76,21.04,11/15/2016,11/21/2016,2
20161108,CA,12.03,14.93,12.77,17.47,21.76,21.04,11/8/2016,11/14/2016,2
20161101,CA,12.03,12.71,13.88,18.58,21.76,21.04,11/1/2016,11/7/2016,2
20161025,CA,8.96,9.92,19.32,19,21.76,21.04,10/25/2016,10/31/2016,2
20161018,CA,7.77,11.11,19.32,19,21.76,21.04,10/18/2016,10/24/2016,2
20161011,CA,0,16.41,21.31,19.47,21.76,21.04,10/11/2016,10/17/2016,2
20161004,CA,0,16.41,21.31,19.47,21.76,21.04,10/4/2016,10/10/2016,2
20160927,CA,0,16.41,21.31,19.47,21.76,21.04,9/27/2016,10/3/2016,2
20160920,CA,0,16.41,21.31,19.47,21.76,21.04,9/20/2016,9/26/2016,2
20160913,CA,0,16.41,21.31,19.47,21.76,21.04,9/13/2016,9/19/2016,2
20160906,CA,0,16.41,24.57,16.21,21.76,21.04,9/6/2016,9/12/2016,2
20160830,CA,0,16.41,24.57,16.21,21.76,21.04,8/30/2016,9/5/2016,2
20160823,CA,0,16.41,24.57,16.21,21.76,21.04,8/23/2016,8/29/2016,2
20160816,CA,0,16.41,24.57,16.21,21.76,21.04,8/16/2016,8/22/2016,2
20160809,CA,0,16.41,24.57,16.21,21.76,21.04,8/9/2016,8/15/2016,2
20160802,CA,0,16.41,24.57,16.21,21.76,21.04,8/2/2016,8/8/2016,2
20160726,CA,0,16.41,24.57,16.21,21.76,21.04,7/26/2016,8/1/2016,2
20160719,CA,0,16.41,24.57,16.21,21.76,21.04,7/19/2016,7/25/2016,2
20160712,CA,0,16.41,24.57,16.21,21.76,21.04,7/12/2016,7/18/2016,2
20160705,CA,0,16.41,24.57,16.21,21.76,21.04,7/5/2016,7/11/2016,2
20160628,CA,0,16.41,24.57,16.21,21.76,21.04,6/28/2016,7/4/2016,2
20160621,CA,0,16.41,24.57,16.21,21.76,21.04,6/21/2016,6/27/2016,2
20160614,CA,0,16.41,24.57,16.21,21.76,21.04,6/14/2016,6/20/2016,2
20160607,CA,4.27,11.82,24.89,16.02,21.95,21.04,6/7/2016,6/13/2016,2
20160531,CA,6.08,10.01,24.89,16.02,21.95,21.04,5/31/2016,6/6/2016,2
20160524,CA,5.5,8.12,25.38,18.01,21.95,21.04,5/24/2016,5/30/2016,2
20160517,CA,5.5,8.12,22.82,20.57,21.95,21.04,5/17/2016,5/23/2016,2
20160510,CA,4.27,6.05,16.96,24.81,26.88,21.04,5/10/2016,5/16/2016,2
20160503,CA,4.27,6.05,15.31,25.21,28.11,21.04,5/3/2016,5/9/2016,2
20160426,CA,4.24,5.67,15.72,25.21,28.11,21.04,4/26/2016,5/2/2016,2
20160419,CA,4.24,5.67,15.72,25.21,28.11,21.04,4/19/2016,4/25/2016,2
20160412,CA,3.55,5.87,16.21,19.11,23.57,31.68,4/12/2016,4/18/2016,2
20160405,CA,3.55,5.87,16.21,19.11,23.57,31.68,4/5/2016,4/11/2016,2
20160329,CA,3.55,5.87,17.76,17.57,20.51,34.74,3/29/2016,4/4/2016,2
20160322,CA,1.16,7.29,18.7,17.54,20.57,34.74,3/22/2016,3/28/2016,2
20160315,CA,0.43,6.29,19.64,18.33,20.57,34.74,3/15/2016,3/21/2016,2
20160308,CA,0.43,2.07,14.33,22.31,22.38,38.48,3/8/2016,3/14/2016,2
