MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160301,CA,0.43,4.44,12.47,21.8,22.38,38.48,3/1/2016,3/7/2016,2
20160223,CA,0.43,5.19,12.56,20.96,22.38,38.48,2/23/2016,2/29/2016,2
20160216,CA,0.29,5.01,12.87,20.42,22.93,38.48,2/16/2016,2/22/2016,2
20160209,CA,0.22,5.01,12.95,20.42,22.93,38.48,2/9/2016,2/15/2016,2
20160202,CA,0,4.74,9.13,22.23,24.49,39.41,2/2/2016,2/8/2016,2
20160126,CA,0,4.65,9.22,22.17,23.75,40.21,1/26/2016,2/1/2016,2
20160119,CA,0,2.83,11.04,17.98,25.49,42.66,1/19/2016,1/25/2016,2
20160112,CA,0,2.67,9.78,18.49,26.4,42.66,1/12/2016,1/18/2016,2
20160105,CA,0,2.67,9.78,18.49,24.22,44.84,1/5/2016,1/11/2016,2
20151229,CA,0,2.67,9.78,18.49,24.22,44.84,12/29/2015,1/4/2016,2
20151222,CA,0,2.67,6.7,21.54,24.24,44.84,12/22/2015,12/28/2015,2
20151215,CA,0.14,2.53,6.7,21.55,24.24,44.84,12/15/2015,12/21/2015,2
20151208,CA,0.14,2.53,5.07,23.17,24.24,44.84,12/8/2015,12/14/2015,2
20151201,CA,0.14,2.53,5.07,21.71,25.71,44.84,12/1/2015,12/7/2015,2
20151124,CA,0.14,2.53,5.07,21.71,25.71,44.84,11/24/2015,11/30/2015,2
20151117,CA,0.14,2.53,5.07,21.71,25.71,44.84,11/17/2015,11/23/2015,2
20151110,CA,0.14,2.53,5.06,21.72,25.71,44.84,11/10/2015,11/16/2015,2
20151103,CA,0.14,2.53,5.06,21.72,25.71,44.84,11/3/2015,11/9/2015,2
20151027,CA,0.14,2.53,5.06,21.2,25.08,46,10/27/2015,11/2/2015,2
20151020,CA,0.14,2.53,5.06,21.2,25.08,46,10/20/2015,10/26/2015,2
20151013,CA,0.14,2.53,4.97,21.29,25.08,46,10/13/2015,10/19/2015,2
20151006,CA,0.14,2.53,4.97,21.29,25.08,46,10/6/2015,10/12/2015,2
20150929,CA,0.14,2.53,4.97,21.29,25.08,46,9/29/2015,10/5/2015,2
20150922,CA,0.14,2.53,4.97,21.29,25.08,46,9/22/2015,9/28/2015,2
20150915,CA,0.14,2.53,4.97,21.29,25.08,46,9/15/2015,9/21/2015,2
20150908,CA,0.14,2.51,4.99,21.29,25.08,46,9/8/2015,9/14/2015,2
20150901,CA,0.14,2.51,4.99,21.29,25.08,46,9/1/2015,9/7/2015,2
20150825,CA,0.14,2.51,4.99,21.29,25.08,46,8/25/2015,8/31/2015,2
20150818,CA,0.14,2.51,4.99,21.29,25.08,46,8/18/2015,8/24/2015,2
20150811,CA,0.14,2.51,4.99,21.29,25.08,46,8/11/2015,8/17/2015,2
20150804,CA,0.14,2.51,2.76,23.51,25.08,46,8/4/2015,8/10/2015,2
20150728,CA,0.14,2.51,2.76,23.51,25.08,46,7/28/2015,8/3/2015,2
20150721,CA,0.14,2.51,2.76,23.51,25.08,46,7/21/2015,7/27/2015,2
20150714,CA,0.14,1.15,4.12,23.51,25.08,46,7/14/2015,7/20/2015,2
20150707,CA,0.14,1.15,4.12,23.51,24.35,46.73,7/7/2015,7/13/2015,2
20150630,CA,0.14,1.15,4.12,23.52,24.35,46.73,6/30/2015,7/6/2015,2
20150623,CA,0.14,1.15,4.12,23.52,24.35,46.73,6/23/2015,6/29/2015,2
20150616,CA,0.14,1.15,4.12,23.52,24.35,46.73,6/16/2015,6/22/2015,2
20150609,CA,0.14,1.15,4.81,22.83,24.35,46.73,6/9/2015,6/15/2015,2
20150602,CA,0.14,1.15,4.81,24.3,22.88,46.73,6/2/2015,6/8/2015,2
20150526,CA,0.14,1.15,4.81,27.3,19.87,46.73,5/26/2015,6/1/2015,2
20150519,CA,0.14,1.58,4.37,27.3,19.83,46.77,5/19/2015,5/25/2015,2
20150512,CA,0.14,1.58,4.37,27.3,19.83,46.77,5/12/2015,5/18/2015,2
20150505,CA,0.14,1.58,4.37,27.3,19.83,46.77,5/5/2015,5/11/2015,2
20150428,CA,0.14,1.75,4.67,26.84,19.83,46.77,4/28/2015,5/4/2015,2
20150421,CA,0.14,1.75,4.67,26.84,19.83,46.77,4/21/2015,4/27/2015,2
20150414,CA,0.14,1.75,4.67,26.84,22.28,44.32,4/14/2015,4/20/2015,2
20150407,CA,0.15,1.74,4.67,26.84,22.28,44.32,4/7/2015,4/13/2015,2
20150331,CA,0.15,1.74,4.67,26.84,25.2,41.41,3/31/2015,4/6/2015,2
20150324,CA,0.15,1.74,4.67,26.84,25.2,41.41,3/24/2015,3/30/2015,2
20150317,CA,0.16,1.73,4.67,25.98,27.54,39.92,3/17/2015,3/23/2015,2
20150310,CA,0.16,1.73,4.67,25.98,27.54,39.92,3/10/2015,3/16/2015,2
20150303,CA,0.16,1.75,4.66,25.98,27.54,39.92,3/3/2015,3/9/2015,2
20150224,CA,0.16,1.75,4.66,25.98,27.54,39.92,2/24/2015,3/2/2015,2
20150217,CA,0.16,1.75,4.66,25.98,26.26,41.2,2/17/2015,2/23/2015,2
20150210,CA,0.16,1.75,4.66,25.98,27.47,39.99,2/10/2015,2/16/2015,2
20150203,CA,0.16,1.72,4.56,16.11,37.46,39.99,2/3/2015,2/9/2015,2
20150127,CA,0,1.87,3.79,16.82,37.52,39.99,1/27/2015,2/2/2015,2
20150120,CA,0,1.87,3.79,16.82,38.37,39.15,1/20/2015,1/26/2015,2
20150113,CA,0,1.88,3.78,16.82,38.37,39.15,1/13/2015,1/19/2015,2
20150106,CA,0,1.88,3.78,16.39,45.73,32.21,1/6/2015,1/12/2015,2
20141230,CA,0,1.88,3.78,16.39,45.73,32.21,12/30/2014,1/5/2015,2
20141223,CA,0,1.59,3.98,16.48,45.73,32.21,12/23/2014,12/29/2014,2
20141216,CA,0,1.59,3.98,16.48,45.73,32.21,12/16/2014,12/22/2014,2
20141209,CA,0,0.28,5.29,14.73,24.61,55.08,12/9/2014,12/15/2014,2
20141202,CA,0,0.28,5.29,14.73,24.61,55.08,12/2/2014,12/8/2014,2
20141125,CA,0,0.28,5.29,14.73,24.61,55.08,11/25/2014,12/1/2014,2
20141118,CA,0,0.28,5.29,14.73,24.61,55.08,11/18/2014,11/24/2014,2
20141111,CA,0,0.28,5.29,14.73,24.61,55.08,11/11/2014,11/17/2014,2
20141104,CA,0,0.29,5.28,14.73,24.61,55.08,11/4/2014,11/10/2014,2
20141028,CA,0,0,4.96,13.13,23.51,58.41,10/28/2014,11/3/2014,2
20141021,CA,0,0,4.96,13.13,23.51,58.41,10/21/2014,10/27/2014,2
20141014,CA,0,0,4.96,13.13,23.51,58.41,10/14/2014,10/20/2014,2
20141007,CA,0,0,4.96,13.13,23.51,58.41,10/7/2014,10/13/2014,2
20140930,CA,0,0,4.96,13.13,23.51,58.41,9/30/2014,10/6/2014,2
20140923,CA,0,0,4.66,13.42,23.51,58.41,9/23/2014,9/29/2014,2
20140916,CA,0,0,4.58,13.5,23.51,58.41,9/16/2014,9/22/2014,2
20140909,CA,0,0,4.58,13.5,23.51,58.41,9/9/2014,9/15/2014,2
20140902,CA,0,0,4.58,13.5,23.51,58.41,9/2/2014,9/8/2014,2
20140826,CA,0,0,4.58,13.5,23.51,58.41,8/26/2014,9/1/2014,2
20140819,CA,0,0,2.41,15.67,23.51,58.41,8/19/2014,8/25/2014,2
20140812,CA,0,0,0.2,17.88,23.51,58.41,8/12/2014,8/18/2014,2
20140805,CA,0,0,0.2,17.88,23.51,58.41,8/5/2014,8/11/2014,2
20140729,CA,0,0,0,18.11,23.48,58.41,7/29/2014,8/4/2014,2
20140722,CA,0,0,0,18.11,45.4,36.49,7/22/2014,7/28/2014,2
20140715,CA,0,0,0,18.15,45.35,36.49,7/15/2014,7/21/2014,2
20140708,CA,0,0,0,21.03,42.51,36.46,7/8/2014,7/14/2014,2
20140701,CA,0,0,0,21.03,42.51,36.46,7/1/2014,7/7/2014,2
20140624,CA,0,0,0,23.31,43.7,32.98,6/24/2014,6/30/2014,2
20140617,CA,0,0,0,23.31,43.7,32.98,6/17/2014,6/23/2014,2
20140610,CA,0,0,0,23.31,51.92,24.77,6/10/2014,6/16/2014,2
20140603,CA,0,0,0,23.31,51.92,24.77,6/3/2014,6/9/2014,2
20140527,CA,0,0,0,23.31,51.92,24.77,5/27/2014,6/2/2014,2
20140520,CA,0,0,0,23.31,51.92,24.77,5/20/2014,5/26/2014,2
20140513,CA,0,0,0,23.31,51.92,24.77,5/13/2014,5/19/2014,2
20140506,CA,0,0,4.07,19.25,51.92,24.77,5/6/2014,5/12/2014,2
20140429,CA,0,0,3.99,19.32,51.92,24.77,4/29/2014,5/5/2014,2
20140422,CA,0,0,3.99,19.32,51.92,24.77,4/22/2014,4/28/2014,2
20140415,CA,0,0.2,4.59,26.45,45.28,23.49,4/15/2014,4/21/2014,2
20140408,CA,0,0.19,4.6,26.45,45.28,23.49,4/8/2014,4/14/2014,2
20140401,CA,0,0.19,4.6,26.45,45.28,23.49,4/1/2014,4/7/2014,2
20140325,CA,0,0.2,4.59,23.43,48.36,23.42,3/25/2014,3/31/2014,2
20140318,CA,0.01,0.2,6.72,21.3,49.41,22.37,3/18/2014,3/24/2014,2
20140311,CA,0.01,5.44,3.75,24.91,43.53,22.37,3/11/2014,3/17/2014,2
20140304,CA,0,5.44,3.73,24.93,43.53,22.37,3/4/2014,3/10/2014,2
20140225,CA,0,5.44,3.73,16.99,47.62,26.21,2/25/2014,3/3/2014,2
20140218,CA,0,5.45,3.72,22.52,53.68,14.62,2/18/2014,2/24/2014,2
20140211,CA,1.43,4.02,2.95,30.65,51.13,9.81,2/11/2014,2/17/2014,2
20140204,CA,1.43,4.39,4.27,22.78,57.32,9.81,2/4/2014,2/10/2014,2
20140128,CA,1.43,4.39,4.27,22.78,58.36,8.77,1/28/2014,2/3/2014,2
20140121,CA,1.43,4.39,4.27,27.21,62.71,0,1/21/2014,1/27/2014,2
20140114,CA,1.43,4.39,4.27,27.21,62.71,0,1/14/2014,1/20/2014,2
20140107,CA,1.43,4.32,6.71,59.94,27.59,0,1/7/2014,1/13/2014,2
20131231,CA,2.61,3.14,6.71,59.94,27.59,0,12/31/2013,1/6/2014,2
20131224,CA,2.61,3.14,9.37,57.29,27.59,0,12/24/2013,12/30/2013,2
20131217,CA,2.61,3.14,11.71,54.94,27.59,0,12/17/2013,12/23/2013,2
20131210,CA,2.61,3.24,11.62,54.94,27.59,0,12/10/2013,12/16/2013,2
20131203,CA,2.61,3.24,11.62,54.94,27.59,0,12/3/2013,12/9/2013,2
20131126,CA,2.61,3.24,11.62,54.94,27.59,0,11/26/2013,12/2/2013,2
20131119,CA,2.61,1.39,11.87,56.53,27.59,0,11/19/2013,11/25/2013,2
20131112,CA,2.61,1.39,11.87,72.77,11.36,0,11/12/2013,11/18/2013,2
20131105,CA,2.62,1.39,11.86,72.77,11.36,0,11/5/2013,11/11/2013,2
20131029,CA,2.66,1.36,11.86,72.77,11.36,0,10/29/2013,11/4/2013,2
20131022,CA,2.66,1.36,11.86,72.77,11.36,0,10/22/2013,10/28/2013,2
20131015,CA,2.65,1.4,11.82,72.77,11.36,0,10/15/2013,10/21/2013,2
20131008,CA,2.52,1.53,11.83,72.77,11.36,0,10/8/2013,10/14/2013,2
20131001,CA,2.63,1.42,11.83,72.77,11.36,0,10/1/2013,10/7/2013,2
20130924,CA,2.63,1.34,6.2,78.48,11.36,0,9/24/2013,9/30/2013,2
20130917,CA,2.63,1.34,6.2,78.48,11.36,0,9/17/2013,9/23/2013,2
20130910,CA,0,2.92,4.15,81.58,11.36,0,9/10/2013,9/16/2013,2
20130903,CA,0,2.92,4.15,81.58,11.36,0,9/3/2013,9/9/2013,2
20130827,CA,0,1.77,4.37,82.5,11.36,0,8/27/2013,9/2/2013,2
20130820,CA,0,1.77,4.37,82.5,11.36,0,8/20/2013,8/26/2013,2
20130813,CA,0,1.77,4.37,82.5,11.36,0,8/13/2013,8/19/2013,2
20130806,CA,0,1.77,4.37,93.86,0,0,8/6/2013,8/12/2013,2
20130730,CA,0,1.77,4.37,93.86,0,0,7/30/2013,8/5/2013,2
20130723,CA,0,1.77,4.27,93.96,0,0,7/23/2013,7/29/2013,2
20130716,CA,0,1.77,4.27,93.96,0,0,7/16/2013,7/22/2013,2
20130709,CA,0,1.77,5.53,92.7,0,0,7/9/2013,7/15/2013,2
20130702,CA,0,1.77,5.53,92.7,0,0,7/2/2013,7/8/2013,2
20130625,CA,0,1.79,5.6,92.61,0,0,6/25/2013,7/1/2013,2
20130618,CA,0,1.79,31.14,67.07,0,0,6/18/2013,6/24/2013,2
20130611,CA,0,1.84,44.62,53.54,0,0,6/11/2013,6/17/2013,2
20130604,CA,0,1.84,44.52,53.64,0,0,6/4/2013,6/10/2013,2
20130528,CA,0,1.84,51.91,46.25,0,0,5/28/2013,6/3/2013,2
20130521,CA,0,1.84,51.91,46.25,0,0,5/21/2013,5/27/2013,2
20130514,CA,0,1.84,51.91,46.25,0,0,5/14/2013,5/20/2013,2
20130507,CA,0,1.84,51.91,46.25,0,0,5/7/2013,5/13/2013,2
20130430,CA,0,35.7,31.47,32.82,0,0,4/30/2013,5/6/2013,2
20130423,CA,2.84,33.74,33.42,30,0,0,4/23/2013,4/29/2013,2
20130416,CA,2.84,48.77,25.17,23.22,0,0,4/16/2013,4/22/2013,2
20130409,CA,2.84,48.77,25.17,23.22,0,0,4/9/2013,4/15/2013,2
20130402,CA,0,51.62,24.16,24.22,0,0,4/2/2013,4/8/2013,2
20130326,CA,0,51.62,24.16,24.22,0,0,3/26/2013,4/1/2013,2
20130319,CA,12.85,38.77,24.19,24.19,0,0,3/19/2013,3/25/2013,2
20130312,CA,15.63,38.14,22.05,24.19,0,0,3/12/2013,3/18/2013,2
20130305,CA,0.03,52.6,20.41,26.96,0,0,3/5/2013,3/11/2013,2
20130226,CA,0.02,52.85,20.17,26.96,0,0,2/26/2013,3/4/2013,2
20130219,CA,15.45,37.37,23.46,23.72,0,0,2/19/2013,2/25/2013,2
20130212,CA,34.53,18.29,23.46,23.72,0,0,2/12/2013,2/18/2013,2
20130205,CA,34.2,18.62,25.62,21.57,0,0,2/5/2013,2/11/2013,2
20130129,CA,34.2,18.62,25.62,21.57,0,0,1/29/2013,2/4/2013,2
20130122,CA,34.2,12.23,32.01,21.57,0,0,1/22/2013,1/28/2013,2
20130115,CA,34.2,12.23,32.01,21.57,0,0,1/15/2013,1/21/2013,2
20130108,CA,32.42,12.56,33.65,21.37,0,0,1/8/2013,1/14/2013,2
20130101,CA,31.75,12.93,32.82,22.5,0,0,1/1/2013,1/7/2013,2
20121225,CA,30.94,12.87,30.96,25.17,0.05,0,12/25/2012,12/31/2012,2
20121218,CA,30.94,12.87,30.04,26.1,0.05,0,12/18/2012,12/24/2012,2
20121211,CA,30.94,11.11,31.35,26.54,0.05,0,12/11/2012,12/17/2012,2
20121204,CA,23.15,17.49,32.76,26.54,0.05,0,12/4/2012,12/10/2012,2
20121127,CA,6.77,22.76,42.31,27.02,1.14,0,11/27/2012,12/3/2012,2
20121120,CA,4.82,27.51,46.06,20.47,1.14,0,11/20/2012,11/26/2012,2
20121113,CA,7.19,26.44,47.27,17.95,1.14,0,11/13/2012,11/19/2012,2
20121106,CA,7.19,25.06,48.65,17.95,1.14,0,11/6/2012,11/12/2012,2
20121030,CA,6.73,24.79,49.38,17.95,1.14,0,10/30/2012,11/5/2012,2
20121023,CA,6.75,24.76,49.38,17.95,1.14,0,10/23/2012,10/29/2012,2
20121016,CA,6.64,24.89,49.38,17.95,1.14,0,10/16/2012,10/22/2012,2
20121009,CA,6.64,23.78,47.6,20.83,1.14,0,10/9/2012,10/15/2012,2
20121002,CA,11.94,18.65,47.44,20.83,1.14,0,10/2/2012,10/8/2012,2
20120925,CA,11.95,18.64,47.14,21.12,1.14,0,9/25/2012,10/1/2012,2
20120918,CA,11.95,18.97,46.82,21.12,1.14,0,9/18/2012,9/24/2012,2
20120911,CA,11.74,19.13,46.82,21.17,1.14,0,9/11/2012,9/17/2012,2
20120904,CA,11.74,18.97,46.53,21.61,1.14,0,9/4/2012,9/10/2012,2
20120828,CA,11.74,18.82,46.39,21.9,1.14,0,8/28/2012,9/3/2012,2
20120821,CA,11.3,19.49,45.91,23.01,0.29,0,8/21/2012,8/27/2012,2
20120814,CA,11.3,24.86,40.53,23.02,0.29,0,8/14/2012,8/20/2012,2
20120807,CA,11.64,24.55,40.49,23.02,0.29,0,8/7/2012,8/13/2012,2
20120731,CA,11.64,24.55,40.2,23.32,0.29,0,7/31/2012,8/6/2012,2
20120724,CA,11.64,24.55,36.96,26.56,0.29,0,7/24/2012,7/30/2012,2
20120717,CA,15.88,24.38,36.81,22.92,0,0,7/17/2012,7/23/2012,2
20120710,CA,15.88,24.38,36.81,22.92,0,0,7/10/2012,7/16/2012,2
20120703,CA,15.88,24.35,36.85,22.92,0,0,7/3/2012,7/9/2012,2
20120626,CA,15.89,24.6,36.74,22.76,0,0,6/26/2012,7/2/2012,2
20120619,CA,15.89,24.6,36.91,22.6,0,0,6/19/2012,6/25/2012,2
20120612,CA,15.89,25.22,36.3,22.6,0,0,6/12/2012,6/18/2012,2
20120605,CA,15.89,25.22,36.3,22.6,0,0,6/5/2012,6/11/2012,2
20120529,CA,15.89,25.22,36.3,22.6,0,0,5/29/2012,6/4/2012,2
20120522,CA,15.89,25.22,36.3,22.6,0,0,5/22/2012,5/28/2012,2
20120515,CA,15.89,25.22,36.3,22.6,0,0,5/15/2012,5/21/2012,2
20120508,CA,15.89,25.22,37.75,21.14,0,0,5/8/2012,5/14/2012,2
20120501,CA,15.84,25.19,37.83,21.14,0,0,5/1/2012,5/7/2012,2
20120424,CA,15.84,23.93,37.36,22.87,0,0,4/24/2012,4/30/2012,2
20120417,CA,15.84,23.93,33.88,26.35,0,0,4/17/2012,4/23/2012,2
20120410,CA,4.89,13.64,32.48,49,0,0,4/10/2012,4/16/2012,2
20120403,CA,3.54,14.45,35.75,46.25,0,0,4/3/2012,4/9/2012,2
20120327,CA,2.22,8.16,43.36,46.25,0,0,3/27/2012,4/2/2012,2
20120320,CA,2.22,8.17,49.47,40.14,0,0,3/20/2012,3/26/2012,2
20120313,CA,0.11,9.75,44.42,45.73,0,0,3/13/2012,3/19/2012,2
20120306,CA,4.39,20.38,59.22,16.02,0,0,3/6/2012,3/12/2012,2
20120228,CA,4.39,23.53,56.07,16.02,0,0,2/28/2012,3/5/2012,2
20120221,CA,4.77,27.47,62.7,5.06,0,0,2/21/2012,2/27/2012,2
20120214,CA,10.37,30.57,59.06,0,0,0,2/14/2012,2/20/2012,2
20120207,CA,10.37,30.57,59.06,0,0,0,2/7/2012,2/13/2012,2
20120131,CA,11.09,31.58,57.33,0,0,0,1/31/2012,2/6/2012,2
20120124,CA,19.12,39.65,41.23,0,0,0,1/24/2012,1/30/2012,2
20120117,CA,18.74,34.92,43.23,3.1,0,0,1/17/2012,1/23/2012,2
20120110,CA,19.1,34.56,43.23,3.1,0,0,1/10/2012,1/16/2012,2
20120103,CA,29.91,23.75,46.34,0,0,0,1/3/2012,1/9/2012,2
20111227,CA,33.91,60.67,5.41,0,0,0,12/27/2011,1/2/2012,2
20111220,CA,71.58,28.42,0,0,0,0,12/20/2011,12/26/2011,2
20111213,CA,74.32,25.68,0,0,0,0,12/13/2011,12/19/2011,2
20111206,CA,82.53,17.47,0,0,0,0,12/6/2011,12/12/2011,2
20111129,CA,88.32,11.68,0,0,0,0,11/29/2011,12/5/2011,2
20111122,CA,88.42,11.58,0,0,0,0,11/22/2011,11/28/2011,2
20111115,CA,88.42,11.58,0,0,0,0,11/15/2011,11/21/2011,2
20111108,CA,88.51,11.49,0,0,0,0,11/8/2011,11/14/2011,2
20111101,CA,89.22,10.78,0,0,0,0,11/1/2011,11/7/2011,2
20111025,CA,89.25,10.75,0,0,0,0,10/25/2011,10/31/2011,2
20111018,CA,89.25,10.75,0,0,0,0,10/18/2011,10/24/2011,2
20111011,CA,89.25,10.75,0,0,0,0,10/11/2011,10/17/2011,2
20111004,CA,89.25,10.75,0,0,0,0,10/4/2011,10/10/2011,2
20110927,CA,89.14,10.86,0,0,0,0,9/27/2011,10/3/2011,2
20110920,CA,89.14,10.86,0,0,0,0,9/20/2011,9/26/2011,2
20110913,CA,87.36,12.64,0,0,0,0,9/13/2011,9/19/2011,2
20110906,CA,87.55,12.45,0,0,0,0,9/6/2011,9/12/2011,2
20110830,CA,92.14,7.86,0,0,0,0,8/30/2011,9/5/2011,2
20110823,CA,92.12,7.88,0,0,0,0,8/23/2011,8/29/2011,2
20110816,CA,92.12,7.88,0,0,0,0,8/16/2011,8/22/2011,2
20110809,CA,85.34,14.66,0,0,0,0,8/9/2011,8/15/2011,2
20110802,CA,85.34,14.66,0,0,0,0,8/2/2011,8/8/2011,2
20110726,CA,85.34,14.66,0,0,0,0,7/26/2011,8/1/2011,2
20110719,CA,85.34,14.66,0,0,0,0,7/19/2011,7/25/2011,2
20110712,CA,87.87,12.13,0,0,0,0,7/12/2011,7/18/2011,2
20110705,CA,87.71,12.29,0,0,0,0,7/5/2011,7/11/2011,2
20110628,CA,87.71,12.29,0,0,0,0,6/28/2011,7/4/2011,2
20110621,CA,99.99,0.01,0,0,0,0,6/21/2011,6/27/2011,2
20110614,CA,99.99,0.01,0,0,0,0,6/14/2011,6/20/2011,2
20110607,CA,99.99,0.01,0,0,0,0,6/7/2011,6/13/2011,2
20110531,CA,99.99,0.01,0,0,0,0,5/31/2011,6/6/2011,2
20110524,CA,99.99,0.01,0,0,0,0,5/24/2011,5/30/2011,2
20110517,CA,99.99,0.01,0,0,0,0,5/17/2011,5/23/2011,2
20110510,CA,99.99,0.01,0,0,0,0,5/10/2011,5/16/2011,2
20110503,CA,99.99,0.01,0,0,0,0,5/3/2011,5/9/2011,2
20110426,CA,99.99,0.01,0,0,0,0,4/26/2011,5/2/2011,2
20110419,CA,99.99,0.01,0,0,0,0,4/19/2011,4/25/2011,2
20110412,CA,99.99,0.01,0,0,0,0,4/12/2011,4/18/2011,2
20110405,CA,99.99,0.01,0,0,0,0,4/5/2011,4/11/2011,2
20110329,CA,99.94,0.06,0,0,0,0,3/29/2011,4/4/2011,2
20110322,CA,96.87,3.13,0,0,0,0,3/22/2011,3/28/2011,2
20110315,CA,94.2,5.8,0,0,0,0,3/15/2011,3/21/2011,2
20110308,CA,94.2,5.8,0,0,0,0,3/8/2011,3/14/2011,2
20110301,CA,99.94,0.06,0,0,0,0,3/1/2011,3/7/2011,2
20110222,CA,99.94,0.06,0,0,0,0,2/22/2011,2/28/2011,2
20110215,CA,77.34,22.66,0,0,0,0,2/15/2011,2/21/2011,2
20110208,CA,77.34,22.66,0,0,0,0,2/8/2011,2/14/2011,2
20110201,CA,99.94,0.06,0,0,0,0,2/1/2011,2/7/2011,2
20110125,CA,99.94,0.06,0,0,0,0,1/25/2011,1/31/2011,2
20110118,CA,99.94,0.06,0,0,0,0,1/18/2011,1/24/2011,2
20110111,CA,99.93,0.07,0,0,0,0,1/11/2011,1/17/2011,2
20110104,CA,98.62,1.38,0,0,0,0,1/4/2011,1/10/2011,2
20101228,CA,98.62,1.38,0,0,0,0,12/28/2010,1/3/2011,2
20101221,CA,94.86,5.14,0,0,0,0,12/21/2010,12/27/2010,2
